iter	Passed	Remaining
1265	30532	451812
1266	30554	451757
1267	30576	451698
1268	30606	451769
1269	30642	451922
1270	30676	452043
1271	30700	452008
1272	30728	452049
1273	30750	451983
1274	30770	451911
1275	30793	451868
1276	30816	451826
1277	30838	451774
1278	30859	451701
1279	30881	451635
1280	30901	451563
1281	30923	451501
1282	30944	451431
1283	30970	451437
1284	30992	451379
1285	31014	451325
1286	31037	451286
1287	31059	451234
1288	31082	451189
1289	31105	451150
1290	31131	451148
1291	31151	451069
1292	31174	451032
1293	31199	451015
1294	31221	450963
1295	31244	450919
1296	31266	450874
1297	31290	450850
1298	31311	450772
1299	31336	450768
1300	31357	450696
1301	31378	450629
1302	31397	450532
1303	31420	450491
1304	31441	450422
1305	31475	450538
1306	31497	450484
1307	31522	450469
1308	31544	450415
1309	31565	450352
1310	31585	450274
1311	31607	450210
1312	31626	450116
1313	31658	450211
1314	31678	450116
1315	31702	450103
1316	31725	450057
1317	31746	449996
1318	31769	449948
1319	31790	449889
1320	31812	449824
1321	31838	449826
1322	31862	449803
1323	31885	449766
1324	31910	449760
1325	31932	449710
1326	31957	449691
1327	31981	449662
1328	32004	449624
1329	32029	449621
1330	32054	449607
1331	32077	449562
1332	32099	449514
1333	32125	449511
1334	32148	449478
1335	32170	449426
1336	32192	449375
1337	32213	449297
1338	32234	449234
1339	32255	449174
1340	32279	449142
1341	32303	449113
1342	32324	449051
1343	32345	448990
1344	32366	448914
1345	32387	448854
1346	32411	448825
1347	32434	448785
1348	32457	448749
1349	32481	448719
1350	32502	448656
1351	32523	448590
1352	32544	448528
1353	32567	448484
1354	32589	448431
1355	32611	448386
1356	32634	448345
1357	32652	448239
1358	32675	448200
1359	32698	448159
1360	32720	448109
1361	32739	448011
1362	32757	447908
1363	32780	447867
1364	32815	448003
1365	32834	447899
1366	32855	447838
1367	32876	447769
1368	32895	447688
1369	32916	447611
1370	32948	447700
1371	32972	447671
1372	32994	447619
1373	33017	447581
1374	33039	447537
1375	33060	447470
1376	33082	447424
1377	33103	447348
1378	33129	447354
1379	33150	447293
1380	33171	447222
1381	33193	447180
1382	33216	447134
1383	33236	447059
1384	33258	447010
1385	33280	446955
1386	33298	446849
1387	33320	446797
1388	33339	446708
1389	33361	446662
1390	33384	446625
1391	33407	446583
1392	33429	446535
1393	33451	446486
1394	33472	446425
1395	33492	446337
1396	33514	446287
1397	33533	446201
1398	33553	446127
1399	33574	446066
1400	33595	445998
1401	33618	445959
1402	33639	445894
1403	33659	445824
1404	33682	445781
1405	33707	445775
1406	33732	445757
1407	33754	445716
1408	33774	445640
1409	33796	445589
1410	33817	445522
1411	33838	445459
1412	33862	445436
1413	33887	445430
1414	33923	445561
1415	33946	445523
1416	33967	445464
1417	33987	445382
1418	34008	445321
1419	34028	445243
1420	34046	445148
1421	34065	445051
1422	34085	444982
1423	34108	444949
1424	34131	444908
1425	34150	444823
1426	34165	444678
1427	34186	444610
1428	34204	444509
1429	34223	444430
1430	34244	444363
1431	34266	444318
1432	34288	444272
1433	34310	444220
1434	34329	444125
1435	34348	444037
1436	34365	443924
1437	34384	443844
1438	34407	443807
1439	34429	443754
1440	34449	443687
1441	34467	443588
1442	34485	443483
1443	34507	443437
1444	34528	443372
1445	34547	443283
1446	34576	443326
1447	34595	443242
1448	34615	443164
1449	34635	443098
1450	34653	442993
1451	34673	442922
1452	34695	442872
1453	34718	442840
1454	34738	442762
1455	34755	442654
1456	34778	442621
1457	34800	442570
1458	34822	442526
1459	34844	442472
1460	34865	442419
1461	34887	442363
1462	34908	442315
1463	34936	442339
1464	34955	442254
1465	34976	442192
1466	34996	442124
1467	35017	442063
1468	35039	442010
1469	35058	441933
1470	35080	441876
1471	35101	441823
1472	35119	441729
1473	35141	441674
1474	35163	441629
1475	35182	441542
1476	35203	441485
1477	35224	441424
1478	35244	441355
1479	35267	441314
1480	35289	441267
1481	35312	441236
1482	35333	441176
1483	35354	441120
1484	35375	441067
1485	35395	440994
1486	35416	440936
1487	35437	440874
1488	35457	440801
1489	35479	440755
1490	35502	440724
1491	35523	440658
1492	35544	440601
1493	35566	440554
1494	35589	440526
1495	35606	440416
1496	35637	440476
1497	35659	440433
1498	35678	440353
1499	35699	440289
