iter	RMSE
1515	0.506768506
1516	0.506737206
1517	0.506705065
1518	0.5066741442
1519	0.5066485407
1520	0.5066234527
1521	0.5066048829
1522	0.5065669057
1523	0.5065469567
1524	0.5065160236
1525	0.5064900097
1526	0.5064575828
1527	0.5064308631
1528	0.5063967952
1529	0.506364836
1530	0.5063303214
1531	0.5063031279
1532	0.5062788677
1533	0.5062615802
1534	0.5062140665
1535	0.5061820553
1536	0.5061505531
1537	0.5061219175
1538	0.5061025743
1539	0.5060757543
1540	0.5060543528
1541	0.5060306636
1542	0.5059960549
1543	0.505964989
1544	0.5059400065
1545	0.5059141316
1546	0.5058802849
1547	0.5058518464
1548	0.5058344747
1549	0.5057874602
1550	0.5057679573
1551	0.5057401004
1552	0.5056943641
1553	0.5056622025
1554	0.5056433242
1555	0.5056019217
1556	0.5055552562
1557	0.5054959686
1558	0.5054736244
1559	0.5054485936
1560	0.5054211049
1561	0.5053865273
1562	0.5053652444
1563	0.5053330711
1564	0.5053088183
1565	0.5052717905
1566	0.5052421489
1567	0.5052175796
1568	0.5051886948
1569	0.5051537089
1570	0.5051115057
1571	0.5050757114
1572	0.5050581426
1573	0.5050367402
1574	0.5050067606
1575	0.5049871165
1576	0.5049515709
1577	0.5049241602
1578	0.5048848856
1579	0.5048486025
1580	0.5048231707
1581	0.5047970804
1582	0.5047724369
1583	0.5047459779
1584	0.504719811
1585	0.5047011925
1586	0.5046700915
1587	0.5046443447
1588	0.5046172041
1589	0.5045878593
1590	0.5045456885
1591	0.5045209559
1592	0.5045007735
1593	0.5044779293
1594	0.5044479724
1595	0.5044219686
1596	0.5043966526
1597	0.5043614453
1598	0.5043363633
1599	0.5043213632
1600	0.5042967003
1601	0.5042649504
1602	0.5042345951
1603	0.5042100782
1604	0.5041773507
1605	0.5041346566
1606	0.5041046868
1607	0.5040906871
1608	0.5040656432
1609	0.5040415729
1610	0.5040140515
1611	0.5039762274
1612	0.5039536946
1613	0.5039328868
1614	0.5039083166
1615	0.5038888993
1616	0.503867476
1617	0.5038455413
1618	0.5038258128
1619	0.5037971406
1620	0.5037683135
1621	0.50373906
1622	0.5036993475
1623	0.5036632176
1624	0.5036404632
1625	0.5036166314
1626	0.5035959581
1627	0.5035725515
1628	0.5035232264
1629	0.5034995535
1630	0.5034695859
1631	0.5034321571
1632	0.5034140433
1633	0.5033865676
1634	0.5033501302
1635	0.5033286805
1636	0.5033087309
1637	0.5032794875
1638	0.5032583703
1639	0.5032334007
1640	0.5032006673
1641	0.5031759237
1642	0.5031528365
1643	0.5031349261
1644	0.5031074314
1645	0.5030683883
1646	0.503029847
1647	0.5030081217
1648	0.5029921012
1649	0.502965643
1650	0.5029395847
1651	0.5029090239
1652	0.5028695712
1653	0.5028241533
1654	0.502797467
1655	0.5027797446
1656	0.5027606707
1657	0.5027332013
1658	0.5027146004
1659	0.5026997956
1660	0.5026702217
1661	0.5026288494
1662	0.5025988531
1663	0.5025675412
1664	0.5025432058
1665	0.5025158908
1666	0.5025000619
1667	0.5024731698
1668	0.5024417728
1669	0.5024156118
1670	0.502389586
1671	0.5023545562
1672	0.5023349228
1673	0.5023081926
1674	0.5022847202
1675	0.5022642101
1676	0.5022442223
1677	0.5022181446
1678	0.5021951863
1679	0.5021718647
1680	0.5021396925
1681	0.5021175191
1682	0.5020876859
1683	0.5020730942
1684	0.5020493202
1685	0.5020139026
1686	0.5019852554
1687	0.5019620389
1688	0.5019293879
1689	0.5019029566
1690	0.5018655786
1691	0.5018472899
1692	0.5018188285
1693	0.5017957153
1694	0.5017674424
1695	0.5017439896
1696	0.501715679
1697	0.5016987912
1698	0.5016676037
1699	0.501632569
1700	0.5016049376
1701	0.5015785921
1702	0.5015425538
1703	0.5015267641
1704	0.5014983141
1705	0.5014766871
1706	0.5014534265
1707	0.5014092929
1708	0.5013716966
1709	0.5013533744
1710	0.5013158863
1711	0.5012840643
1712	0.5012514968
1713	0.5012295273
1714	0.5012026032
1715	0.5011808776
1716	0.5011500331
1717	0.5011269316
1718	0.5011043178
1719	0.5010773006
1720	0.5010505521
1721	0.501012309
1722	0.5009893934
1723	0.5009721613
1724	0.5009395632
1725	0.5009138956
1726	0.5008941734
1727	0.5008731133
1728	0.5008395173
1729	0.50081624
1730	0.5007869244
1731	0.5007593576
1732	0.500727202
1733	0.5007079745
1734	0.500673289
1735	0.5006241232
1736	0.5006036503
1737	0.500565886
1738	0.5005407186
1739	0.5005120667
1740	0.5004930827
1741	0.5004758639
1742	0.5004530959
1743	0.5004225021
1744	0.5003975162
1745	0.5003737559
1746	0.5003445174
1747	0.5003025405
1748	0.5002845793
1749	0.5002631458
1750	0.5002432939
1751	0.5002084751
1752	0.5001911436
1753	0.5001546236
1754	0.5001401568
1755	0.5001160222
1756	0.5000848166
1757	0.5000614053
1758	0.5000375657
1759	0.5000233354
1760	0.5000002821
1761	0.499972299
1762	0.4999544022
1763	0.4999303187
1764	0.4998841562
1765	0.4998530268
1766	0.4998213526
1767	0.4997776015
1768	0.4997618752
1769	0.4997378591
1770	0.4997167433
1771	0.4996821903
1772	0.4996635133
1773	0.4996318178
1774	0.4996097875
1775	0.4995789952
1776	0.4995484836
1777	0.4995214751
1778	0.4995036179
1779	0.4994738849
1780	0.4994567948
1781	0.4994365807
1782	0.4994047232
1783	0.4993524928
1784	0.4993252395
1785	0.4993118739
1786	0.4992800637
1787	0.4992603792
1788	0.499235703
1789	0.4992113708
1790	0.4991961577
1791	0.4991618911
1792	0.4991400358
1793	0.4991206885
1794	0.499096121
1795	0.4990544343
1796	0.4990248193
1797	0.499001126
1798	0.4989701043
1799	0.4989434494
1800	0.4989268388
1801	0.4989135559
1802	0.4988770661
1803	0.4988540942
1804	0.49883045
1805	0.4988085633
1806	0.4987848713
1807	0.4987532108
1808	0.4987324383
1809	0.4987209623
1810	0.4986937606
1811	0.4986801992
1812	0.4986496198
1813	0.4986215852
1814	0.4986027484
1815	0.4985696302
1816	0.4985387404
1817	0.4985130228
1818	0.4984828639
1819	0.4984685301
1820	0.4984547927
1821	0.4984400929
1822	0.4984091553
1823	0.4983809027
1824	0.49836354
1825	0.4983393193
1826	0.4983127087
1827	0.4982917351
1828	0.4982660051
1829	0.4982402948
1830	0.4982159783
1831	0.4981905232
1832	0.4981644184
1833	0.4981362882
1834	0.4981168716
1835	0.4980895277
1836	0.498053252
1837	0.4980234295
1838	0.4979936215
1839	0.4979583528
1840	0.4979414277
1841	0.4979172149
1842	0.4978940622
1843	0.4978644873
1844	0.4978437417
1845	0.4978174923
1846	0.4977933326
1847	0.4977722108
1848	0.4977459156
1849	0.4977243591
1850	0.4976999049
1851	0.497665289
1852	0.4976395091
1853	0.4976184281
1854	0.4975789065
1855	0.4975584904
1856	0.497531452
1857	0.4975069985
1858	0.4974822815
1859	0.4974613603
1860	0.4974330802
1861	0.4974102603
1862	0.4973863892
1863	0.4973580217
1864	0.4973331721
1865	0.4973060672
1866	0.4972708702
1867	0.4972460734
1868	0.4972161889
1869	0.4971944058
1870	0.4971662892
1871	0.4971317243
1872	0.4971030611
1873	0.4970868009
1874	0.4970623568
1875	0.497035606
1876	0.4970083939
1877	0.4969828916
1878	0.496968283
1879	0.4969435509
1880	0.4969075376
1881	0.49688158
1882	0.4968616808
1883	0.4968455608
1884	0.4968182252
1885	0.4967846567
1886	0.4967606056
1887	0.4967431503
1888	0.4967270093
1889	0.4967092888
1890	0.4966744419
1891	0.4966433028
1892	0.4966186347
1893	0.4965934547
1894	0.496574013
1895	0.4965397214
1896	0.4965091186
1897	0.4964860778
1898	0.4964650362
1899	0.4964392822
1900	0.4964184381
1901	0.4964027707
1902	0.496379319
1903	0.4963604041
1904	0.4963234337
1905	0.4963007804
1906	0.4962777482
1907	0.4962567809
1908	0.4962395505
1909	0.4962191804
1910	0.496196354
1911	0.4961698039
1912	0.4961399086
1913	0.4961203676
1914	0.4961007124
1915	0.496081559
1916	0.4960657887
1917	0.4960416891
1918	0.4960166903
1919	0.4959933234
1920	0.4959736147
1921	0.4959491384
1922	0.4959174312
1923	0.495891544
1924	0.4958720845
1925	0.4958538577
1926	0.4958290987
1927	0.495799588
1928	0.4957780454
1929	0.4957339194
1930	0.4957174585
1931	0.4956857842
1932	0.4956535913
1933	0.4956268976
1934	0.4956086274
1935	0.4955834292
1936	0.4955431955
1937	0.4955238533
1938	0.4954986016
1939	0.4954734221
1940	0.495443495
1941	0.4954142984
1942	0.4953889648
1943	0.4953543162
1944	0.495337635
1945	0.495313434
1946	0.4952878223
1947	0.4952566546
1948	0.4952224328
1949	0.4951968451
1950	0.4951642334
1951	0.4951389106
1952	0.4951170412
1953	0.4950920215
1954	0.4950624605
1955	0.4950376526
1956	0.4950234501
1957	0.4950000686
1958	0.4949652528
1959	0.4949360803
1960	0.4949057247
1961	0.4948855693
1962	0.49486445
1963	0.4948483161
1964	0.4948248158
1965	0.4948068631
1966	0.4947851992
1967	0.494758296
1968	0.4947307823
1969	0.4947052296
1970	0.4946793784
1971	0.4946614437
1972	0.4946419329
1973	0.494620878
1974	0.4945820219
1975	0.4945568737
1976	0.4945363956
1977	0.4945200623
1978	0.4944996635
1979	0.4944774494
1980	0.49445217
1981	0.4944216349
1982	0.494399694
1983	0.4943775716
1984	0.4943504781
1985	0.4943260395
1986	0.4942895227
1987	0.4942596249
1988	0.4942335702
1989	0.4942006142
1990	0.4941568809
1991	0.4941363489
1992	0.4941028919
1993	0.4940854424
1994	0.4940641434
1995	0.4940289825
1996	0.4940075791
1997	0.4939833637
1998	0.4939524313
1999	0.4939124412
2000	0.4938973416
2001	0.493876614
2002	0.4938554031
2003	0.493838526
2004	0.4938192835
2005	0.49379091
2006	0.4937552576
2007	0.493741594
2008	0.4937194798
2009	0.4936975334
2010	0.4936563336
2011	0.4936182039
2012	0.4935934136
2013	0.493553769
2014	0.4935325184
2015	0.4935147888
2016	0.4934839233
2017	0.4934583593
2018	0.493444588
2019	0.4934171473
2020	0.4934004001
2021	0.493375821
2022	0.4933571008
2023	0.4933240652
2024	0.4932998666
2025	0.4932690624
2026	0.4932365438
2027	0.4932138436
2028	0.493193202
2029	0.4931712213
2030	0.4931523154
2031	0.4931211352
2032	0.4930831219
2033	0.4930662873
2034	0.493039864
2035	0.4930165142
2036	0.4929961489
2037	0.4929774231
2038	0.4929533366
2039	0.4929278965
2040	0.492912054
2041	0.4928851688
2042	0.4928627468
2043	0.4928419431
2044	0.4928247016
2045	0.4927943606
2046	0.4927709925
2047	0.4927475196
2048	0.4927270607
2049	0.4927047465
2050	0.4926666321
2051	0.4926328415
2052	0.4926161338
2053	0.4926060104
2054	0.4925741582
2055	0.4925622866
2056	0.4925440489
2057	0.4925235101
2058	0.4924900007
2059	0.4924699473
2060	0.4924380152
2061	0.4924147296
2062	0.4923932237
2063	0.4923720746
2064	0.4923453406
2065	0.4923246074
2066	0.4923023781
2067	0.4922850153
2068	0.4922695582
2069	0.4922453009
2070	0.4922215304
2071	0.4921945356
2072	0.4921710699
2073	0.4921472922
2074	0.4921296855
2075	0.4921058518
2076	0.4920837265
2077	0.4920590774
2078	0.4920375141
2079	0.4920151983
2080	0.4919980298
2081	0.4919778452
2082	0.4919562556
2083	0.4919349205
2084	0.4919113623
2085	0.4918870399
2086	0.4918526551
2087	0.4918217477
2088	0.4918007755
2089	0.4917733834
2090	0.4917485241
2091	0.491729603
2092	0.4917062762
2093	0.4916798751
2094	0.4916553715
2095	0.4916311846
2096	0.491620754
2097	0.4915945041
2098	0.4915761367
2099	0.4915522253
2100	0.491534484
2101	0.491508786
2102	0.4914861838
2103	0.4914664264
2104	0.4914434024
2105	0.4914278172
2106	0.4914122452
2107	0.491389297
2108	0.4913594909
2109	0.4913348125
2110	0.4913095161
2111	0.4912743196
2112	0.4912459308
2113	0.4912249978
2114	0.4912034677
2115	0.4911792883
2116	0.491164395
2117	0.4911442187
2118	0.4911253971
2119	0.4910961669
2120	0.4910762262
2121	0.4910584036
2122	0.4910387066
2123	0.4910206651
2124	0.4909995882
2125	0.4909826186
2126	0.490958019
2127	0.490943568
2128	0.4909193699
2129	0.4908902202
2130	0.4908688411
2131	0.4908483728
2132	0.4908340694
2133	0.4908191721
2134	0.4908025641
2135	0.4907846858
2136	0.4907577527
2137	0.4907322381
2138	0.4907103172
2139	0.490679962
2140	0.490647709
2141	0.4906296945
2142	0.49061143
2143	0.4905910332
2144	0.490563363
2145	0.490534423
2146	0.4905176737
2147	0.4904851751
2148	0.4904553235
2149	0.4904334873
2150	0.4904097762
2151	0.490383672
2152	0.4903628797
2153	0.490337102
2154	0.490318377
2155	0.4903028774
2156	0.4902797634
2157	0.4902604472
2158	0.4902365884
2159	0.4902179475
2160	0.4902035086
2161	0.4901852148
2162	0.490159799
2163	0.4901351334
2164	0.4901099359
2165	0.4900823056
2166	0.4900598848
2167	0.4900333597
2168	0.490014265
2169	0.489991327
2170	0.4899530489
2171	0.4899300413
2172	0.4899030527
2173	0.4898856767
2174	0.4898666179
2175	0.4898423222
2176	0.4898063427
2177	0.4897921392
2178	0.4897768307
2179	0.4897625354
2180	0.4897428265
2181	0.4897148693
2182	0.4896931037
2183	0.4896735604
2184	0.4896491519
2185	0.4896217961
2186	0.4895935171
2187	0.4895603758
2188	0.4895433291
2189	0.4895207195
2190	0.4894973756
2191	0.489480815
2192	0.4894484919
2193	0.4894332731
2194	0.4894155591
2195	0.4893990859
2196	0.4893844652
2197	0.4893685005
2198	0.4893547543
2199	0.4893396603
2200	0.4893149885
2201	0.4892975918
2202	0.4892663165
2203	0.4892508982
2204	0.4892281362
2205	0.4892094477
2206	0.4891862241
2207	0.4891732762
2208	0.4891551965
2209	0.4891346618
2210	0.4891168262
2211	0.4891011712
2212	0.4890772328
2213	0.4890497253
2214	0.4890338417
2215	0.4890105787
2216	0.4889872629
2217	0.4889664917
2218	0.4889475778
2219	0.4889291866
2220	0.4889122444
2221	0.4888927138
2222	0.4888812031
2223	0.4888601784
2224	0.4888345023
2225	0.4888150632
2226	0.4888028511
2227	0.4887794012
2228	0.4887603556
2229	0.488720452
2230	0.4886994236
2231	0.4886796754
2232	0.4886459727
2233	0.4886232022
2234	0.4886067239
2235	0.488579523
2236	0.4885562285
2237	0.488535655
2238	0.4885219938
2239	0.4884825077
2240	0.488464426
2241	0.4884471599
2242	0.4884238723
2243	0.4884087385
2244	0.488387987
2245	0.4883695126
2246	0.4883554404
2247	0.488330814
2248	0.4883136961
2249	0.4882891296
2250	0.4882704431
2251	0.4882505163
2252	0.4882171747
2253	0.4882022504
2254	0.48817591
2255	0.4881601557
2256	0.4881330465
2257	0.4881136147
2258	0.4880912054
2259	0.488081098
2260	0.4880509852
2261	0.4880416695
2262	0.4880143803
2263	0.488001415
2264	0.4879842424
2265	0.487951963
2266	0.4879354178
2267	0.4879107265
2268	0.4878955424
2269	0.4878738058
2270	0.4878389787
2271	0.487809968
2272	0.4877924418
2273	0.4877672629
2274	0.4877407384
2275	0.48771403
2276	0.4876959658
2277	0.4876854794
2278	0.4876664216
2279	0.4876404418
2280	0.4876178798
2281	0.4876005602
2282	0.4875788674
2283	0.4875586706
2284	0.4875366819
2285	0.487518093
2286	0.4875047628
2287	0.4874873751
2288	0.4874640831
2289	0.4874495412
2290	0.4874268073
2291	0.4873983542
2292	0.4873788857
2293	0.4873565274
2294	0.4873338473
2295	0.4873177195
2296	0.4872843836
2297	0.4872582212
2298	0.4872463324
2299	0.4872302558
2300	0.4871940641
2301	0.4871735427
2302	0.4871578287
2303	0.4871417578
2304	0.4871236881
2305	0.4871097762
2306	0.487080237
2307	0.487060014
2308	0.4870375655
2309	0.4870225513
2310	0.4869931962
2311	0.4869645471
2312	0.4869503288
2313	0.4869331554
2314	0.4869157202
2315	0.4868726659
2316	0.4868381411
2317	0.4868138626
2318	0.4867847685
2319	0.486758824
2320	0.4867435144
2321	0.4867161948
2322	0.4867001539
2323	0.4866712018
2324	0.4866567048
2325	0.4866362118
2326	0.4866196354
2327	0.4865977578
2328	0.4865814261
2329	0.4865599696
2330	0.486530328
2331	0.4865111119
2332	0.4864867846
2333	0.4864602901
2334	0.4864441808
2335	0.4864080612
2336	0.486390487
2337	0.4863822742
2338	0.4863539936
2339	0.4863295659
2340	0.4863070794
2341	0.4862836188
2342	0.4862620706
2343	0.4862379621
2344	0.4862165114
2345	0.4861811179
2346	0.4861483138
2347	0.4861237145
2348	0.4860979978
2349	0.4860792368
2350	0.4860572458
2351	0.4860406004
2352	0.4860256554
2353	0.4860016657
2354	0.4859813669
2355	0.4859672674
2356	0.4859478568
2357	0.4859190395
2358	0.485900896
2359	0.4858782733
2360	0.4858652281
2361	0.4858463211
2362	0.4858277715
2363	0.4858092183
2364	0.4857895167
2365	0.4857630317
2366	0.4857288361
2367	0.4857094567
2368	0.4856795903
2369	0.485655659
2370	0.4856366822
2371	0.4856181507
2372	0.4856028132
2373	0.4855842128
2374	0.4855707122
2375	0.485559162
2376	0.4855441597
2377	0.4855282475
2378	0.4855125795
2379	0.4855014393
2380	0.4854796795
2381	0.4854587273
2382	0.4854379475
2383	0.4854193094
2384	0.4853961409
2385	0.4853792348
2386	0.4853508457
2387	0.4853312267
2388	0.4853159231
2389	0.4852929503
2390	0.4852705359
2391	0.4852562373
2392	0.4852426138
2393	0.4852076799
2394	0.48517884
2395	0.4851480244
2396	0.4851058221
2397	0.4850898171
2398	0.4850699156
2399	0.4850484568
2400	0.4850177643
2401	0.4849890308
2402	0.4849739735
2403	0.4849585081
2404	0.4849318743
2405	0.4849082088
2406	0.4848961466
2407	0.4848707341
2408	0.484849139
2409	0.4848327474
2410	0.484810198
2411	0.484784353
2412	0.4847579855
2413	0.4847346573
2414	0.4847166342
2415	0.4847002024
2416	0.4846756479
2417	0.4846573631
2418	0.4846359719
2419	0.4846212446
2420	0.4846110429
2421	0.4845856397
2422	0.484561199
2423	0.4845378242
2424	0.4845073478
2425	0.4844852974
2426	0.4844659911
2427	0.4844473115
2428	0.4844160719
2429	0.4844015945
2430	0.4843796902
2431	0.4843671511
2432	0.484339638
2433	0.4843118423
2434	0.484285448
2435	0.4842699314
2436	0.4842390821
2437	0.484221847
2438	0.4841998617
2439	0.4841807023
2440	0.4841637902
2441	0.4841348673
2442	0.4841217813
2443	0.48408289
2444	0.4840546775
2445	0.484035478
2446	0.4840142031
2447	0.4839933964
2448	0.4839698824
2449	0.4839520138
2450	0.4839332097
2451	0.4839084574
2452	0.483888063
2453	0.4838605548
2454	0.483838954
2455	0.4838075673
2456	0.4837894557
2457	0.4837644164
2458	0.4837503854
2459	0.4837287473
2460	0.4837056886
2461	0.4836932252
2462	0.4836783687
2463	0.483661606
2464	0.4836399932
2465	0.4836105526
2466	0.4835835171
2467	0.4835677284
2468	0.4835440079
2469	0.483519331
2470	0.4835056998
2471	0.4834792713
2472	0.4834560501
2473	0.483430827
2474	0.4834000336
2475	0.4833831731
2476	0.4833629247
2477	0.4833421196
2478	0.4833110881
2479	0.4832904557
2480	0.4832750776
2481	0.483251909
2482	0.4832317912
2483	0.4832055112
2484	0.4831861893
2485	0.4831678234
2486	0.4831529064
2487	0.483122008
2488	0.4830945258
2489	0.483070037
2490	0.4830457293
2491	0.4830168507
2492	0.4830009921
2493	0.4829735504
2494	0.4829492628
2495	0.4829258254
2496	0.4829099942
2497	0.4828964981
2498	0.4828770847
2499	0.4828557355
2500	0.4828408207
2501	0.4828104561
2502	0.4827814279
2503	0.4827591005
2504	0.4827431281
2505	0.4827273654
2506	0.4827109374
2507	0.4826894169
2508	0.4826685741
2509	0.4826477847
2510	0.4826355793
2511	0.4826124463
2512	0.4825979915
2513	0.4825827256
2514	0.4825658269
2515	0.4825510422
2516	0.4825300441
2517	0.482515586
2518	0.4824866638
2519	0.4824717233
2520	0.4824460375
2521	0.4824236305
2522	0.4824058152
2523	0.4823821072
2524	0.4823618336
2525	0.4823384843
2526	0.4823224541
2527	0.482306987
2528	0.4822840413
2529	0.4822617236
2530	0.4822458604
2531	0.482224108
2532	0.4822075979
2533	0.4821956749
2534	0.4821773499
2535	0.4821508134
2536	0.4821328508
2537	0.482117193
2538	0.4821014336
2539	0.4820816144
2540	0.4820569975
2541	0.4820428823
2542	0.4820223467
2543	0.4819952344
2544	0.4819740128
2545	0.4819598374
2546	0.4819331061
2547	0.4819091594
2548	0.4818792857
2549	0.481849789
2550	0.4818256899
2551	0.4818147027
2552	0.4817997167
2553	0.4817729116
2554	0.4817541436
2555	0.481732561
2556	0.4817193322
2557	0.4817087352
2558	0.4816841839
2559	0.481664998
2560	0.4816526265
2561	0.481634351
2562	0.4816018738
2563	0.4815845719
2564	0.48156799
2565	0.4815320928
2566	0.4815178009
2567	0.4815030296
2568	0.4814890181
2569	0.4814657956
2570	0.4814481109
2571	0.4814248973
2572	0.4814053333
2573	0.4813921675
2574	0.4813593977
2575	0.4813471207
2576	0.4813216455
2577	0.4813038139
2578	0.4812824922
2579	0.4812599118
2580	0.4812485489
2581	0.4812325877
2582	0.4811926143
2583	0.4811713192
2584	0.4811477914
2585	0.4811324761
2586	0.4811043865
2587	0.4810856588
2588	0.4810665776
2589	0.4810503234
2590	0.4810267275
2591	0.4810089686
2592	0.4809860641
2593	0.4809764326
2594	0.4809505835
2595	0.4809308235
2596	0.4809087484
2597	0.480877432
2598	0.4808545675
2599	0.4808296625
2600	0.4808116849
2601	0.4807929587
2602	0.4807740721
2603	0.4807572416
2604	0.4807381831
2605	0.4807238219
2606	0.4807116606
2607	0.4806911442
2608	0.4806732948
2609	0.4806544254
2610	0.4806358545
2611	0.4806217383
2612	0.4806028727
2613	0.4805878681
2614	0.4805589756
2615	0.4805413513
2616	0.4805220018
2617	0.4805035072
2618	0.4804793393
2619	0.4804596211
2620	0.4804371052
2621	0.4804206215
2622	0.4803984747
2623	0.4803768551
2624	0.4803488517
2625	0.4803279103
2626	0.480314407
2627	0.4803033003
2628	0.4802876415
2629	0.4802637294
2630	0.4802428144
2631	0.4802261856
2632	0.480203964
2633	0.480178066
2634	0.4801587713
2635	0.4801347776
2636	0.4800977499
2637	0.4800768932
2638	0.4800441701
2639	0.4800303103
2640	0.4800070511
2641	0.4799852025
2642	0.4799688701
2643	0.4799445279
2644	0.4799185043
2645	0.4798858072
2646	0.4798569847
2647	0.4798371554
2648	0.4798138367
2649	0.4797970016
2650	0.4797793029
2651	0.4797596492
2652	0.4797458722
2653	0.4797324784
2654	0.4797206879
2655	0.479689345
2656	0.4796712174
2657	0.4796535738
2658	0.4796388832
2659	0.4796182997
2660	0.4796004478
2661	0.4795872391
2662	0.4795677415
2663	0.4795411437
2664	0.4795251329
2665	0.4795034726
2666	0.4794816937
2667	0.4794555681
2668	0.479429326
2669	0.4794156057
2670	0.4793902611
2671	0.4793750742
2672	0.4793574051
2673	0.4793384639
2674	0.4793188243
2675	0.4793102468
2676	0.4792923738
2677	0.4792764621
2678	0.4792581577
2679	0.4792522923
2680	0.4792407306
2681	0.4792219108
2682	0.4792046342
2683	0.4791931003
2684	0.4791668247
2685	0.4791518147
2686	0.4791363934
2687	0.4791201312
2688	0.479106593
2689	0.479084223
2690	0.4790642616
2691	0.4790471901
2692	0.4790214417
2693	0.479003364
2694	0.4789895672
2695	0.478971538
2696	0.478950649
2697	0.4789210206
2698	0.4788955024
2699	0.4788744163
2700	0.4788528861
2701	0.4788369419
2702	0.478823452
2703	0.4788071562
2704	0.4787830348
2705	0.47876059
2706	0.4787482154
2707	0.4787289159
2708	0.4787133124
2709	0.4786890767
2710	0.4786713538
2711	0.4786565254
2712	0.4786352185
2713	0.4786196714
2714	0.4786063397
2715	0.4785943354
2716	0.4785800732
2717	0.4785665549
2718	0.4785488968
2719	0.4785277738
2720	0.4785099979
2721	0.4784890176
2722	0.4784613455
2723	0.4784305509
2724	0.4784118806
2725	0.4783881904
2726	0.4783732356
2727	0.478360892
2728	0.4783445723
2729	0.4783216347
2730	0.4783000201
2731	0.478274122
2732	0.4782571322
2733	0.4782351345
2734	0.4782121454
2735	0.478194019
2736	0.4781647854
2737	0.4781464145
2738	0.4781292794
2739	0.4781063666
2740	0.4780850758
2741	0.4780731534
2742	0.4780596141
2743	0.478041377
2744	0.478024485
2745	0.4780093586
2746	0.4779979746
2747	0.4779825328
2748	0.4779497963
2749	0.4779362311
2750	0.4779140126
2751	0.4778998787
2752	0.4778862767
2753	0.4778680716
2754	0.4778497565
2755	0.4778369014
2756	0.4778080424
2757	0.4777920692
2758	0.4777757501
2759	0.4777561692
2760	0.4777369054
2761	0.4777178888
2762	0.4776990659
2763	0.4776831027
2764	0.4776740612
2765	0.4776533109
2766	0.4776364274
2767	0.4776132894
2768	0.477587245
2769	0.4775690269
2770	0.4775457687
2771	0.47753004
2772	0.4775165444
2773	0.4774997074
2774	0.4774808577
2775	0.4774476631
2776	0.4774323803
2777	0.4774064558
2778	0.4773858239
2779	0.4773669805
2780	0.4773403277
2781	0.477327771
2782	0.4773151879
2783	0.4772988624
2784	0.4772862767
2785	0.4772665691
2786	0.4772460807
2787	0.4772224302
2788	0.4772083646
2789	0.4771877838
2790	0.4771604134
2791	0.4771428905
2792	0.4771165618
2793	0.4770994173
2794	0.4770652079
2795	0.4770490687
2796	0.4770298059
2797	0.4770125962
2798	0.476996756
2799	0.4769774784
2800	0.4769650157
2801	0.4769488402
2802	0.4769226124
2803	0.4769022347
2804	0.4768855887
2805	0.4768660245
2806	0.4768416176
2807	0.476821978
2808	0.4767972912
2809	0.4767819364
2810	0.4767578205
2811	0.4767270448
2812	0.4767034633
2813	0.4766685586
2814	0.4766458245
2815	0.4766234428
2816	0.4766114547
2817	0.4765939391
2818	0.4765749331
2819	0.4765557231
2820	0.476528004
2821	0.4765063829
2822	0.4764793609
2823	0.4764543738
2824	0.4764357861
2825	0.4764099944
2826	0.4763935791
2827	0.4763638426
2828	0.4763410275
2829	0.4763233484
2830	0.4763033276
2831	0.4762881967
2832	0.4762735829
2833	0.4762384935
2834	0.4762123452
2835	0.4761957614
2836	0.4761809025
2837	0.4761578151
2838	0.4761432277
2839	0.4761164835
2840	0.4760968443
2841	0.4760776107
2842	0.4760580262
2843	0.4760319543
2844	0.47600846
2845	0.4759891604
2846	0.4759653262
2847	0.4759486605
2848	0.4759174598
2849	0.475899516
2850	0.4758787419
2851	0.4758579189
2852	0.4758301001
2853	0.4758075126
2854	0.4757922526
2855	0.4757683721
2856	0.4757541316
2857	0.4757406013
2858	0.4757190672
2859	0.4756960842
2860	0.4756844262
2861	0.475665529
2862	0.4756491096
2863	0.4756329603
2864	0.4756159572
2865	0.4756004411
2866	0.4755711465
2867	0.4755622309
2868	0.4755450965
2869	0.4755272894
2870	0.4754989326
2871	0.4754792171
2872	0.4754587722
2873	0.4754325044
2874	0.4754069112
2875	0.4753842466
2876	0.4753530885
2877	0.4753303363
2878	0.4753055306
2879	0.475279304
2880	0.4752457425
2881	0.4752200829
2882	0.475193238
2883	0.4751832903
2884	0.4751631507
2885	0.4751390817
2886	0.4751189174
2887	0.4751069234
2888	0.4750850615
2889	0.4750737376
2890	0.4750530879
2891	0.4750266829
2892	0.4750095208
2893	0.4749875975
2894	0.4749694447
2895	0.4749521721
2896	0.4749343656
2897	0.4749176955
2898	0.4749013049
2899	0.4748913649
2900	0.4748740001
2901	0.4748597656
2902	0.4748366414
2903	0.4748203574
2904	0.4747994043
2905	0.4747876913
2906	0.4747715515
2907	0.4747574846
2908	0.4747396806
2909	0.4747204393
2910	0.4747007337
2911	0.4746903071
2912	0.4746699897
2913	0.4746547068
2914	0.4746404815
2915	0.474624541
2916	0.4746013553
2917	0.4745745581
2918	0.4745545615
2919	0.4745454049
2920	0.4745125168
2921	0.4744955742
2922	0.4744842515
2923	0.474468465
2924	0.474445935
2925	0.474431851
2926	0.4744114391
2927	0.4743981973
2928	0.4743842642
