iter	RMSE
405	0.5628295822
406	0.5626599508
407	0.5625393253
408	0.5624211417
409	0.562274998
410	0.5620965585
411	0.5619678643
412	0.5617777131
413	0.5616221681
414	0.5614801388
415	0.5613396093
416	0.5612372909
417	0.5611212851
418	0.5610132767
419	0.5608959362
420	0.5607516845
421	0.5606162718
422	0.5604970499
423	0.5603926878
424	0.5602622465
425	0.5601639309
426	0.5600448624
427	0.5599280739
428	0.5598167011
429	0.5596996135
430	0.5595362475
431	0.5593800612
432	0.5592347018
433	0.5591408871
434	0.5590355799
435	0.5589233516
436	0.5587707247
437	0.5586604821
438	0.5585570596
439	0.558430281
440	0.5583340164
441	0.5582358251
442	0.5581542013
443	0.5580676415
444	0.5579302253
445	0.5578430359
446	0.557733717
447	0.5575587668
448	0.5574304131
449	0.5573288018
450	0.5572058437
451	0.5571134651
452	0.5570118987
453	0.5569266279
454	0.5568183218
455	0.5566914903
456	0.5565973254
457	0.5564909841
458	0.5563867268
459	0.5562988898
460	0.5561603893
461	0.5560211116
462	0.5559405436
463	0.5558414025
464	0.5556890102
465	0.5555819615
466	0.5554660488
467	0.55535951
468	0.5552472913
469	0.5550962775
470	0.5549400306
471	0.5548438728
472	0.5547768276
473	0.5546708286
474	0.5545821011
475	0.5544795719
476	0.5543741099
477	0.5542837422
478	0.5541655723
479	0.5540495319
480	0.553972391
481	0.5538790485
482	0.553780541
483	0.5536695302
484	0.5535853373
485	0.5534985148
486	0.5534028567
487	0.5532695487
488	0.5531988353
489	0.5531350869
490	0.5530146115
491	0.5529065254
492	0.5528446331
493	0.5527512516
494	0.5526622612
495	0.5525726756
496	0.5524943243
497	0.5523779292
498	0.5522670485
499	0.5521713547
500	0.5520885494
501	0.5520079906
502	0.5519085665
503	0.5518194739
504	0.551745801
505	0.551656571
506	0.5515404175
507	0.5514747828
508	0.5514102663
509	0.5513304824
510	0.5512532592
511	0.5511568364
512	0.5510519497
513	0.5509773169
514	0.5509024166
515	0.5508325542
516	0.550687752
517	0.5506023359
518	0.5505276916
519	0.5504250415
520	0.5503548552
521	0.5502762316
522	0.5502082808
523	0.5500910131
524	0.5500215773
525	0.549957528
526	0.5498873619
527	0.5498059452
528	0.5497244778
529	0.5496470931
530	0.5495540967
531	0.5494932856
532	0.5494311152
533	0.5493488041
534	0.549247916
535	0.5491712375
536	0.5490914725
537	0.5489854948
538	0.5488960419
539	0.5488171956
540	0.5487463045
541	0.5486878661
542	0.5486241449
543	0.5485131611
544	0.5484317935
545	0.548338648
546	0.5482736106
547	0.5482142648
548	0.5481406873
549	0.5480477575
550	0.5479802134
551	0.5479117839
552	0.547830872
553	0.5477682606
554	0.5477139764
555	0.5476642701
556	0.547567026
557	0.5474862429
558	0.5473896231
559	0.5473438576
560	0.5472650054
561	0.5471855623
562	0.5471187131
563	0.5470676997
564	0.5470076628
565	0.5469049749
566	0.5468166267
567	0.5467527499
568	0.5467022498
569	0.5466413643
570	0.5465912409
571	0.5465156817
572	0.5464425677
573	0.5463640377
574	0.5462407333
575	0.5461887063
576	0.5461254279
577	0.5460673798
578	0.545988276
579	0.545922606
580	0.5458510611
581	0.5458017372
582	0.5457382949
583	0.5456796197
584	0.5456263456
585	0.5455556622
586	0.5454414992
587	0.5453780653
588	0.5453002618
589	0.5452049047
590	0.5451541247
591	0.5450737927
592	0.5449901459
593	0.5449114929
594	0.5448544409
595	0.5447782173
596	0.5447200123
597	0.5446526478
598	0.5445979212
599	0.5445391564
600	0.5444670836
601	0.5443731184
602	0.5442966136
603	0.5442400719
604	0.5441778329
605	0.5441269922
606	0.5440510312
607	0.543972451
608	0.5439062956
609	0.5438118631
610	0.543739695
611	0.5436783089
612	0.5436202631
613	0.5435574913
614	0.5435067057
615	0.5434414221
616	0.5433994238
617	0.5433432555
618	0.5432800152
619	0.5432296911
620	0.5431454487
621	0.543091955
622	0.5430147978
623	0.5429563348
624	0.5428781902
625	0.5428097469
626	0.5427504772
627	0.5426759305
628	0.5426221982
629	0.5425531328
630	0.5424901086
631	0.5424476545
632	0.542369014
633	0.5423288895
634	0.5422802636
635	0.5422345688
636	0.542146862
637	0.5420977172
638	0.5420341881
639	0.5419667928
640	0.5419021767
641	0.5418452013
642	0.5417723614
643	0.5416872918
644	0.5416238374
645	0.541560189
646	0.5414998433
647	0.5414282679
648	0.5413717007
649	0.5413029777
650	0.5412588456
651	0.5412011736
652	0.54112078
653	0.5410685719
654	0.540987251
655	0.5409390329
656	0.540841547
657	0.5407846351
658	0.540728744
659	0.5406524977
660	0.5406166883
661	0.5405574409
662	0.5404738592
663	0.5403962717
664	0.5403513996
665	0.5402824817
666	0.5402148716
667	0.5401411555
668	0.5400940264
669	0.5400165786
670	0.5399627279
671	0.5399021709
672	0.5398422803
673	0.5397583501
674	0.5397115137
675	0.5396543052
676	0.539570831
677	0.5395161832
678	0.5394760817
679	0.5394005697
680	0.5393613644
681	0.5392939109
682	0.539221551
683	0.5391557787
684	0.5390962977
685	0.5390408663
686	0.5389898497
687	0.5389345353
688	0.538874412
689	0.5388301989
690	0.5387775167
691	0.5386982822
692	0.5386307412
693	0.5385830894
694	0.5385221286
695	0.538485562
696	0.5384398336
697	0.5383755092
698	0.5383350689
699	0.5382805353
700	0.5381805059
701	0.5381299953
702	0.5380682517
703	0.5380186279
704	0.5379530303
705	0.5378712627
706	0.5378158935
707	0.5377424448
708	0.5376891827
709	0.5376298571
710	0.5375765438
711	0.5375314242
712	0.5374676257
713	0.537416723
714	0.5373818574
715	0.5373410356
716	0.5372914889
717	0.5372338688
718	0.5371851006
719	0.5371352213
720	0.5370726524
721	0.5370312872
722	0.5369826832
723	0.5369258698
724	0.5368837742
725	0.5368238258
726	0.536771032
727	0.5367187953
728	0.5366639863
729	0.5366092062
730	0.536547888
731	0.5365071471
732	0.5364685608
733	0.5363877047
734	0.5363429045
735	0.5362964659
736	0.536256309
737	0.536217415
738	0.5361732939
739	0.5361293867
740	0.5360942752
741	0.5360516944
742	0.5359990152
743	0.5359470811
744	0.5358730772
745	0.5358329556
746	0.5357974054
747	0.5357201232
748	0.535661781
749	0.5356135454
750	0.5355354359
751	0.5354813043
752	0.5354396496
753	0.5353795041
754	0.5353324349
755	0.5352881458
756	0.5352306544
757	0.5351768888
758	0.5351335472
759	0.5350883796
760	0.5350404383
761	0.5349944707
762	0.5349556977
763	0.5349035249
764	0.5348406787
765	0.5347890046
766	0.5347381478
767	0.5346779417
768	0.5346375523
769	0.5345607733
770	0.5345180723
771	0.5344696587
772	0.5344254575
773	0.5343847597
774	0.5343386167
775	0.5342832496
776	0.534250251
777	0.5341898875
778	0.5341340389
779	0.5340952684
780	0.5340420272
781	0.5339942645
782	0.5339548729
783	0.5339108914
784	0.5338651702
785	0.5338248628
786	0.5337744622
787	0.5337364671
788	0.5336918173
789	0.5336497939
790	0.5336004937
791	0.5335595522
792	0.5335132413
793	0.5334741791
794	0.5334301087
795	0.5333627699
796	0.5333111673
797	0.5332627894
798	0.5332104265
799	0.5331613723
800	0.5331287768
801	0.5330923049
802	0.5330556309
803	0.5330141771
804	0.5329591991
805	0.53291589
806	0.5328362504
807	0.5327763192
808	0.5327439543
809	0.5327030897
810	0.5326650243
811	0.532627176
812	0.5325712763
813	0.5325241084
814	0.5324862424
815	0.5324379666
816	0.5323901853
817	0.5323408171
818	0.5323090009
819	0.5322579515
820	0.5322045655
821	0.5321759347
822	0.5321398441
823	0.5320877697
824	0.5320433081
825	0.5319990489
826	0.5319546143
827	0.5318896589
828	0.5318545522
829	0.5318131716
830	0.5317686994
831	0.5317125487
832	0.5316607062
833	0.5316019556
834	0.5315561018
835	0.5315189151
836	0.5314493213
837	0.5314203022
838	0.531374669
839	0.5313205511
840	0.5312692601
841	0.5312136439
842	0.531188869
843	0.531110115
844	0.5310681956
845	0.531031617
846	0.5309976153
847	0.5309216282
848	0.5308813222
849	0.5308206281
850	0.530777534
851	0.5307454018
852	0.530672675
853	0.5306510083
854	0.5306192015
855	0.5305652024
856	0.5305295769
857	0.5304891949
858	0.530448172
859	0.530398537
860	0.5303370797
861	0.5302766775
862	0.5302349024
863	0.5301761516
864	0.5301370021
865	0.5300973608
866	0.5300506191
867	0.5300151622
868	0.5299758575
869	0.5299385233
870	0.5298951751
871	0.5298681766
872	0.5298271666
873	0.5297950523
874	0.5297562349
875	0.529688863
876	0.5296445255
877	0.5295923731
878	0.5295336983
879	0.5294958662
880	0.5294220874
881	0.5293793856
882	0.5293391394
883	0.529295194
884	0.5292537841
885	0.5292232054
886	0.5291854077
887	0.5291448018
888	0.5290999772
889	0.5290422411
890	0.5289985526
891	0.5289663871
892	0.5289264077
893	0.5288615521
894	0.5288323064
895	0.5287993598
896	0.5287499082
897	0.5286886232
898	0.5286589911
899	0.5286101206
900	0.528570369
901	0.5285199611
902	0.5284787256
903	0.5284468817
904	0.5284041042
905	0.5283524102
906	0.5283063369
907	0.5282557305
908	0.5282068826
909	0.5281712292
910	0.5281222832
911	0.5280729582
912	0.5279957406
913	0.5279657008
914	0.5279277421
915	0.5278899859
916	0.5278464128
917	0.5277903147
918	0.5277514186
919	0.5277078466
920	0.5276757143
921	0.5276295452
922	0.5275950126
923	0.5275394652
924	0.5274997881
925	0.5274756108
926	0.5274318668
927	0.5273967689
928	0.527360174
929	0.5273152168
930	0.5272733567
931	0.5272331523
932	0.5271792238
933	0.5271216387
934	0.5270898776
935	0.5270565106
936	0.5270250061
937	0.526963704
938	0.5269268612
939	0.5269004028
940	0.5268659022
941	0.5268239771
942	0.5267950477
943	0.5267677094
944	0.5267345311
945	0.5266990129
946	0.5266615732
947	0.5266232748
948	0.5266006063
949	0.5265506744
950	0.526506305
951	0.5264718371
952	0.5264217361
953	0.5263883424
954	0.5263378662
955	0.5262885832
956	0.5262587894
957	0.526215199
958	0.5261650737
959	0.5261292289
960	0.5260947124
961	0.526073942
962	0.5260111826
963	0.5259641592
964	0.5259284805
965	0.5259000522
966	0.525852252
967	0.525793788
968	0.5257672774
969	0.5257280067
970	0.5256936032
971	0.5256666438
972	0.5256343223
973	0.5256041
974	0.5255682642
975	0.5255359754
976	0.5254951559
977	0.5254723593
978	0.5254195824
979	0.5253980183
980	0.5253536496
981	0.5252986306
982	0.5252603861
983	0.5252231826
984	0.5251708755
985	0.525132818
986	0.5250945939
987	0.5250515535
988	0.525010925
989	0.5249719734
990	0.5249358452
991	0.5248917499
992	0.5248534085
993	0.5248087156
994	0.5247843402
995	0.5247455176
996	0.5247148158
997	0.5246556905
998	0.524633401
999	0.5246073449
1000	0.5245684139
1001	0.5245237799
1002	0.5244850379
1003	0.5244570916
1004	0.5244262439
1005	0.5243784183
1006	0.5243385862
1007	0.5242933175
1008	0.5242517106
1009	0.5242065942
1010	0.5241621499
1011	0.5241008519
1012	0.5240457434
1013	0.5240235984
1014	0.5239836046
1015	0.5239454588
1016	0.5238934665
1017	0.5238594277
1018	0.5238191719
1019	0.5237774508
1020	0.5237384431
1021	0.5237035411
1022	0.5236450976
1023	0.523606316
1024	0.5235669448
1025	0.5235315169
1026	0.5234918364
1027	0.5234463749
1028	0.5233914176
1029	0.5233497097
1030	0.5232887242
1031	0.5232260717
1032	0.5231946674
1033	0.523120942
1034	0.5230578287
1035	0.5230299247
1036	0.5230049213
1037	0.5229651862
1038	0.5229311679
1039	0.522894875
1040	0.5228521485
1041	0.5228167938
1042	0.5227789168
1043	0.5227262831
1044	0.5226914612
1045	0.5226560824
1046	0.5226163375
1047	0.522577713
1048	0.5225453748
1049	0.5225094534
1050	0.5224747965
1051	0.5224343644
1052	0.5223949656
1053	0.5223340092
1054	0.5222985071
1055	0.5222595562
1056	0.5222202352
1057	0.5221733596
1058	0.522127652
1059	0.5220909391
1060	0.5220234248
1061	0.5219860191
1062	0.5219454921
1063	0.5219006193
1064	0.5218575234
1065	0.5218146718
1066	0.5217681727
1067	0.5217390912
1068	0.5217124721
1069	0.521681254
1070	0.5216536514
1071	0.5216168078
1072	0.5215935367
1073	0.5215467276
1074	0.5215009635
1075	0.5214659876
1076	0.521440265
1077	0.5213875931
1078	0.5213426705
1079	0.5212886848
1080	0.5212539188
1081	0.5212006749
1082	0.5211659093
1083	0.5211276826
1084	0.5210912428
1085	0.5210523806
1086	0.5210243228
1087	0.5209862507
1088	0.5209527776
1089	0.5209177891
1090	0.5208774477
1091	0.5208511119
1092	0.5208039288
1093	0.5207738554
1094	0.520716405
1095	0.5206825727
1096	0.5206448383
1097	0.5206042245
1098	0.5205687556
1099	0.5205190114
1100	0.5204954259
1101	0.5204613164
1102	0.5204180887
1103	0.5203881763
1104	0.5203422714
1105	0.5203050561
1106	0.5202629429
1107	0.5202313027
1108	0.5201912557
1109	0.5201630233
1110	0.5201253262
1111	0.5200798579
1112	0.5200416014
1113	0.520012551
1114	0.5199790064
1115	0.5199460491
1116	0.5199144617
1117	0.5198823605
1118	0.5198503742
1119	0.5198255802
1120	0.5197835942
1121	0.5197550776
1122	0.51973063
1123	0.5196884118
1124	0.5196555626
1125	0.5196180968
1126	0.5195803926
1127	0.5195596348
1128	0.5195257573
1129	0.5194956279
1130	0.5194471701
1131	0.5193936044
1132	0.519341607
1133	0.5193029523
1134	0.519269286
1135	0.5192416227
1136	0.5192085082
1137	0.5191658555
1138	0.5191324525
1139	0.5190975052
1140	0.5190706387
1141	0.5190410741
1142	0.5190111814
1143	0.5189773509
1144	0.5189362499
1145	0.5189031897
1146	0.5188495869
1147	0.5188040457
1148	0.5187823333
1149	0.5187284693
1150	0.5186968537
1151	0.5186711225
1152	0.5186457215
1153	0.5186221047
1154	0.5185846935
1155	0.5185498106
1156	0.5185163006
1157	0.5184801112
1158	0.5184401732
1159	0.5184072802
1160	0.5183714633
1161	0.5183458205
1162	0.5183132912
1163	0.5182824767
1164	0.5182548601
1165	0.5182282242
1166	0.5181949822
1167	0.5181559707
1168	0.518107782
1169	0.5180779711
1170	0.5180449606
1171	0.5180168741
1172	0.5179906279
1173	0.5179485141
1174	0.5179042387
1175	0.5178708925
1176	0.5178348725
1177	0.5177985033
1178	0.5177600359
1179	0.5177341746
1180	0.5176979769
1181	0.5176738556
1182	0.5176403928
1183	0.5175979123
1184	0.5175674691
1185	0.5175289399
1186	0.5175015536
1187	0.5174710685
1188	0.5174299703
1189	0.5173905713
1190	0.5173609655
1191	0.5173283327
1192	0.5173067207
1193	0.5172810255
1194	0.5172489713
1195	0.5172260086
1196	0.5172072842
1197	0.5171726347
1198	0.5171496835
1199	0.5171198196
1200	0.5170912047
1201	0.5170442258
1202	0.5170186959
1203	0.5169748493
1204	0.5169384741
1205	0.5169047367
1206	0.5168478379
1207	0.5168034881
1208	0.5167704596
1209	0.5167355414
1210	0.5167082511
1211	0.5166827224
1212	0.5166487669
1213	0.5166162428
1214	0.5165851478
1215	0.5165407517
1216	0.5165119291
1217	0.5164855187
1218	0.5164403933
1219	0.5164126647
1220	0.5163815391
1221	0.5163429587
1222	0.5163069875
1223	0.516268974
1224	0.5162279329
1225	0.5161862679
1226	0.5161464483
1227	0.5161161119
1228	0.5160946176
1229	0.5160481257
1230	0.5160107922
1231	0.5159648938
1232	0.5159311602
1233	0.515885959
1234	0.5158601652
1235	0.5158205077
1236	0.5157916098
1237	0.5157636027
1238	0.5157336936
1239	0.515710525
1240	0.5156810693
1241	0.5156451563
1242	0.5156207208
1243	0.5155934841
1244	0.5155502779
1245	0.5155218117
1246	0.5154549776
1247	0.5154277651
1248	0.5153949938
1249	0.5153715636
1250	0.5153383607
1251	0.5153051109
1252	0.5152839019
1253	0.5152298483
1254	0.5152092629
1255	0.5151702475
1256	0.51511728
1257	0.5150966983
1258	0.5150560929
1259	0.515019525
1260	0.5149922297
1261	0.5149555161
1262	0.5149197872
1263	0.5148915806
1264	0.5148515495
1265	0.5148187866
1266	0.5147756129
1267	0.5147460233
1268	0.5147158584
1269	0.5146891063
1270	0.5146559076
1271	0.5146191529
1272	0.5145939906
1273	0.5145608361
1274	0.5145209296
1275	0.5144558875
1276	0.5144243171
1277	0.5143960698
1278	0.5143789891
1279	0.5143526276
1280	0.5143101577
1281	0.5142739925
1282	0.5142502214
1283	0.5142148165
1284	0.5141897598
1285	0.5141515408
1286	0.5141119185
1287	0.5140771168
1288	0.5140514725
1289	0.5140350807
1290	0.5140105366
1291	0.5139779998
1292	0.5139466632
1293	0.5139136269
1294	0.5138735098
1295	0.5138366084
1296	0.5138084119
1297	0.5137696966
1298	0.513730928
1299	0.5137012132
1300	0.5136656788
1301	0.5136337625
1302	0.513606624
1303	0.5135665556
1304	0.5135230473
1305	0.5134804541
1306	0.5134527542
1307	0.5134282527
1308	0.5133971001
1309	0.5133605156
1310	0.5133336862
1311	0.5133058109
1312	0.5132775214
1313	0.5132399393
1314	0.5132005374
1315	0.5131378589
1316	0.5130984554
1317	0.5130748409
1318	0.5130447255
1319	0.5130131347
1320	0.512978136
1321	0.5129338463
1322	0.5129053449
1323	0.5128799056
1324	0.5128494832
1325	0.5128134963
1326	0.512775894
1327	0.5127168211
1328	0.5126851511
1329	0.5126554161
1330	0.5126314307
1331	0.5126020595
1332	0.5125689922
1333	0.5125233533
1334	0.5124857601
1335	0.5124510092
1336	0.5124072189
1337	0.5123683531
1338	0.512336632
1339	0.5122987627
1340	0.5122703627
1341	0.5122474788
1342	0.5121982674
1343	0.51215351
1344	0.5121174652
1345	0.5120939769
1346	0.5120671865
1347	0.5120357484
1348	0.512001835
1349	0.5119596387
1350	0.5119103128
1351	0.5118686711
1352	0.5118342701
1353	0.5117753238
1354	0.5117462372
1355	0.5117117771
1356	0.5116724847
1357	0.5116354958
1358	0.5116012262
1359	0.511556034
1360	0.5115085316
1361	0.5114717762
1362	0.5114320476
1363	0.511392714
1364	0.5113422544
1365	0.5113078457
1366	0.5112784582
1367	0.5112540612
1368	0.5112131703
1369	0.5111756516
1370	0.5111390179
1371	0.5111092422
1372	0.5110821916
1373	0.5110499466
1374	0.5110315997
1375	0.5110130443
1376	0.5109896777
1377	0.5109628196
1378	0.5109356367
1379	0.5109045087
1380	0.5108807783
1381	0.5108482161
1382	0.5108240992
1383	0.5107851315
1384	0.5107506001
1385	0.5107282998
1386	0.5107014497
1387	0.5106770449
1388	0.5106478537
1389	0.5106219935
1390	0.5105820897
1391	0.5105319772
1392	0.5105050389
1393	0.5104774137
1394	0.5104516792
1395	0.5104239433
1396	0.510404409
1397	0.5103553422
1398	0.5103348634
1399	0.5103034849
1400	0.5102660435
1401	0.5102217163
1402	0.510190105
1403	0.5101525595
1404	0.5101211751
1405	0.5100827548
1406	0.5100455919
1407	0.5100231536
1408	0.5099888959
1409	0.5099654682
1410	0.5099313849
1411	0.5098947418
1412	0.5098646933
1413	0.5098283938
1414	0.5097944143
1415	0.5097708768
1416	0.5097215909
1417	0.5096868659
1418	0.509659739
1419	0.5096283042
1420	0.5095912429
1421	0.5095535542
1422	0.5095251567
1423	0.5094937824
1424	0.5094732653
1425	0.5094434501
1426	0.5094143743
1427	0.5093735611
1428	0.509348069
1429	0.5093290154
1430	0.5092911003
1431	0.5092613112
1432	0.5092220604
1433	0.5091935954
1434	0.5091704322
1435	0.5091538842
1436	0.509133463
1437	0.5090961789
1438	0.5090567319
1439	0.5090336912
1440	0.5090082652
1441	0.5089699885
1442	0.5089490784
1443	0.5089174336
1444	0.508890236
1445	0.5088344578
1446	0.5088074967
1447	0.5087715398
1448	0.5087475681
1449	0.5087013532
1450	0.5086745739
1451	0.5086448404
1452	0.50861787
1453	0.508582968
1454	0.508552986
1455	0.5085058994
1456	0.5084706595
1457	0.5084416915
1458	0.5084108625
1459	0.5083892144
1460	0.5083599584
1461	0.5083164379
1462	0.5082844035
1463	0.508255579
1464	0.5082323336
1465	0.5082147847
1466	0.5081777592
1467	0.5081477158
1468	0.5081233344
1469	0.5080869178
1470	0.5080650728
1471	0.508032895
1472	0.5080047842
1473	0.5079653181
1474	0.5079374181
1475	0.5079097531
1476	0.5078915115
1477	0.5078683909
1478	0.5078506083
1479	0.5078248652
1480	0.5077860959
1481	0.5077614503
1482	0.5077339309
1483	0.507701972
1484	0.5076753916
1485	0.5076562856
1486	0.5076278201
1487	0.5076009949
1488	0.5075724842
1489	0.5075465857
1490	0.5075042672
1491	0.5074794693
1492	0.5074478474
1493	0.5074233834
1494	0.5074024282
1495	0.5073833949
1496	0.5073357723
1497	0.5073096913
1498	0.5072848989
1499	0.5072503347
1500	0.5072089995
1501	0.5071691964
1502	0.507152395
1503	0.5071332836
1504	0.5071092548
1505	0.5070794197
1506	0.5070521613
1507	0.5070294328
1508	0.5070032936
1509	0.5069821638
1510	0.5069301728
1511	0.5068982691
1512	0.506864266
1513	0.5068174729
1514	0.5067939784
